,mean,std
12575,0.0,0.0
12576,0.0,0.0
12577,0.0,0.0
12578,0.0,0.0
12579,0.0,0.0
12580,0.0,0.0
12581,0.0,0.0
12582,0.0,0.0
12583,0.0,0.0
12584,0.0,0.0
12585,0.0,0.0
12586,0.0,0.0
12587,0.0,0.0
12588,0.0,0.0
12589,0.0,0.0
12590,0.0,0.0
12591,0.0,0.0
12592,0.0,0.0
12593,0.0,0.0
12594,0.0,0.0
12595,0.0,0.0
12596,0.0,0.0
12597,0.0,0.0
12598,0.0,0.0
12599,0.0,0.0
12600,0.0,0.0
12601,0.0,0.0
12602,0.0,0.0
12603,0.0,0.0
12604,0.0,0.0
12605,0.0,0.0
12606,0.0,0.0
12607,0.0,0.0
12608,0.0,0.0
12609,0.0,0.0
12610,0.0,0.0
12611,0.0,0.0
12612,0.0,0.0
12613,0.0,0.0
12614,0.0,0.0
12615,0.0,0.0
12616,0.0,0.0
12617,0.0,0.0
12618,0.0,0.0
12619,0.0,0.0
12620,0.0,0.0
12621,0.0,0.0
12622,0.0,0.0
12623,0.0,0.0
12624,0.0,0.0
12625,0.0,0.0
12626,0.0,0.0
12627,0.0,0.0
12628,0.0,0.0
12629,0.0,0.0
12630,0.0,0.0
12631,0.0,0.0
12632,0.0,0.0
12633,0.0,0.0
12634,0.0,0.0
12635,0.0,0.0
12636,0.0,0.0
12637,0.0,0.0
12638,0.0,0.0
12639,0.0,0.0
12640,0.0,0.0
12641,0.0,0.0
12642,0.0,0.0
12643,0.0,0.0
12644,0.0,0.0
12645,0.0,0.0
12646,0.0,0.0
12647,0.0,0.0
12648,0.0,0.0
12649,0.0,0.0
12650,0.0,0.0
12651,0.0,0.0
12652,0.0,0.0
12653,0.0,0.0
12654,0.0,0.0
12655,0.0,0.0
12656,0.0,0.0
12657,0.0,0.0
12658,0.0,0.0
12659,0.0,0.0
12660,0.0,0.0
12661,0.0,0.0
12662,0.0,0.0
12663,0.0,0.0
12664,0.0,0.0
12665,0.0,0.0
12666,0.0,0.0
12667,0.0,0.0
12668,0.0,0.0
12669,0.0,0.0
12670,0.0,0.0
12671,0.0,0.0
12672,0.0,0.0
12673,0.0,0.0
12674,0.0,0.0
12675,0.000482675910461694,0.003670788835734129
12676,0.0,0.0
12677,0.0,0.0
12678,0.000482675910461694,0.003670788835734129
12679,0.0,0.0
12680,0.0,0.0
12681,0.0,0.0
12682,0.0,0.0
12683,0.0,0.0
12684,0.0,0.0
12685,0.0,0.0
12686,0.0,0.0
12687,0.00014802695659454912,0.0017565337475389242
12688,0.0,0.0
12689,0.0,0.0
12690,0.00012655698810704052,0.0032658411655575037
12691,0.0,0.0
12692,0.0,0.0
12693,0.00012655698810704052,0.0032658411655575037
12694,0.0,0.0
12695,0.0,0.0
12696,0.00012655698810704052,0.0032658411655575037
12697,0.0,0.0
12698,0.0,0.0
12699,0.00012655698810704052,0.0032658411655575037
12700,0.0,0.0
12701,0.0,0.0
12702,0.00012655698810704052,0.0032658411655575037
12703,0.0,0.0
12704,0.0,0.0
12705,0.00012655698810704052,0.0032658411655575037
12706,0.0,0.0
12707,0.0,0.0
12708,0.00012655698810704052,0.0032658411655575037
12709,0.0,0.0
12710,0.0,0.0
12711,0.00012655698810704052,0.0032658411655575037
12712,0.0,0.0
12713,0.0,0.0
12714,0.00012655698810704052,0.0032658411655575037
12715,0.0,0.0
12716,0.0,0.0
12717,7.3245356446705046e-09,8.115700325106445e-07
12718,7.3245356446705046e-09,8.115700325106445e-07
12719,0.0,0.0
12720,7.3245356446705046e-09,8.115700325106445e-07
12721,0.0,0.0
12722,0.0,0.0
12723,7.3245356446705046e-09,8.115700325106445e-07
12724,0.0,0.0
12725,0.0,0.0
12726,7.3245356446705046e-09,8.115700325106445e-07
12727,0.0,0.0
12728,0.0,0.0
12729,7.3245356446705046e-09,8.115700325106445e-07
12730,0.0,0.0
12731,0.0,0.0
12732,7.3245356446705046e-09,8.115700325106445e-07
12733,0.0,0.0
12734,0.0,0.0
12735,7.3245356446705046e-09,8.115700325106445e-07
12736,0.0,0.0
12737,0.0,0.0
12738,7.3245356446705046e-09,8.115700325106445e-07
12739,0.0,0.0
12740,0.0,0.0
12741,7.3245356446705046e-09,8.115700325106445e-07
12742,0.0,0.0
12743,0.0,0.0
12744,7.3245356446705046e-09,8.115700325106445e-07
12745,0.0,0.0
12746,0.0,0.0
12747,7.3245356446705046e-09,8.115700325106445e-07
12748,0.0,0.0
12749,0.0,0.0
12750,7.3245356446705046e-09,8.115700325106445e-07
12751,0.0,0.0
12752,0.0,0.0
12753,7.3245356446705046e-09,8.115700325106445e-07
12754,0.0,0.0
12755,0.0,0.0
12756,7.3245356446705046e-09,8.115700325106445e-07
12757,0.0,0.0
12758,0.0,0.0
12759,0.0,0.0
12760,0.0,0.0
12761,0.0,0.0
12762,0.0,0.0
12763,0.0,0.0
12764,0.0,0.0
12765,0.0,0.0
12766,0.0,0.0
12767,0.0,0.0
12768,0.0,0.0
12769,0.0,0.0
12770,0.0,0.0
12771,0.0,0.0
12772,0.0,0.0
12773,0.0,0.0
12774,0.0,0.0
12775,0.0,0.0
12776,0.0,0.0
12777,0.0,0.0
12778,0.0,0.0
12779,0.0,0.0
12780,1.393564389218227e-06,2.2447948140325025e-05
12781,0.0,0.0
12782,0.0,0.0
12783,1.393564389218227e-06,2.2447948140325025e-05
12784,0.0,0.0
12785,0.0,0.0
12786,1.393564389218227e-06,2.2447948140325025e-05
12787,0.0,0.0
12788,0.0,0.0
12789,1.393564389218227e-06,2.2447948140325025e-05
12790,0.0,0.0
12791,0.0,0.0
12792,1.393564389218227e-06,2.2447948140325025e-05
12793,0.0,0.0
12794,0.0,0.0
12795,1.3285989552969113e-05,0.0004554112965706736
12796,0.0,0.0
12797,0.0,0.0
12798,1.3285989552969113e-05,0.0004554112965706736
12799,0.0,0.0
12800,0.0,0.0
12801,0.0,0.0
12802,0.0,0.0
12803,0.0,0.0
12804,0.0,0.0
12805,0.0,0.0
12806,0.0,0.0
12807,0.0,0.0
12808,0.0,0.0
12809,0.0,0.0
12810,0.0,0.0
12811,0.0,0.0
12812,0.0,0.0
12813,0.0,0.0
12814,0.0,0.0
12815,0.0,0.0
12816,0.0,0.0
12817,0.0,0.0
12818,0.0,0.0
12819,0.0,0.0
12820,0.0,0.0
12821,0.0,0.0
12822,0.0,0.0
12823,0.0,0.0
12824,0.0,0.0
12825,0.0,0.0
12826,0.0,0.0
12827,0.0,0.0
12828,0.0,0.0
12829,0.0,0.0
12830,0.0,0.0
12831,0.0,0.0
12832,0.0,0.0
12833,0.0,0.0
12834,0.0,0.0
12835,0.0,0.0
12836,0.0,0.0
12837,0.0,0.0
12838,0.0,0.0
12839,0.0,0.0
12840,0.0,0.0
12841,0.0,0.0
12842,0.0,0.0
12843,0.0,0.0
12844,0.0,0.0
12845,0.0,0.0
12846,0.0,0.0
12847,0.0,0.0
12848,0.0,0.0
12849,0.0,0.0
12850,0.0,0.0
12851,0.0,0.0
12852,0.0,0.0
12853,0.0,0.0
12854,0.0,0.0
12855,0.00014802695659454912,0.0017565337475389242
12856,0.0,0.0
12857,0.0,0.0
12858,0.00014802695659454912,0.0017565337475389242
12859,0.0,0.0
12860,0.0,0.0
12861,0.00014802695659454912,0.0017565337475389242
12862,0.0,0.0
12863,0.0,0.0
12864,0.045781560242176056,0.10534083843231201
12865,7.351751992246136e-05,0.0012183348881080747
12866,0.0,0.0
12867,0.0,0.0
12868,0.0,0.0
12869,0.0,0.0
12870,0.0,0.0
12871,0.0,0.0
12872,0.0,0.0
12873,0.0,0.0
12874,0.0,0.0
12875,0.0,0.0
12876,0.0,0.0
12877,0.0,0.0
12878,0.0,0.0
12879,0.0,0.0
12880,0.0,0.0
12881,0.0,0.0
12882,0.0,0.0
12883,0.0,0.0
12884,0.0,0.0
12885,0.0,0.0
12886,0.0,0.0
12887,0.0,0.0
12888,0.0,0.0
12889,0.0,0.0
12890,0.0,0.0
12891,0.0,0.0
12892,0.0,0.0
12893,0.0,0.0
12894,0.0,0.0
12895,0.0,0.0
12896,0.0,0.0
12897,0.0,0.0
12898,0.0,0.0
12899,0.0,0.0
12900,0.0,0.0
12901,0.0,0.0
12902,0.0,0.0
12903,0.0,0.0
12904,0.0,0.0
12905,0.0,0.0
12906,0.0,0.0
12907,0.0,0.0
12908,0.0,0.0
12909,0.0,0.0
12910,0.0,0.0
12911,0.0,0.0
12912,0.0,0.0
12913,0.0,0.0
12914,0.0,0.0
12915,0.0,0.0
12916,0.0,0.0
12917,0.0,0.0
12918,0.0,0.0
12919,0.0,0.0
12920,0.0,0.0
12921,0.0,0.0
12922,0.0,0.0
12923,0.0,0.0
12924,0.0,0.0
12925,0.0,0.0
12926,0.0,0.0
12927,0.0,0.0
12928,0.0,0.0
12929,0.0,0.0
12930,0.0,0.0
12931,0.0,0.0
12932,0.0,0.0
12933,0.0,0.0
12934,0.0,0.0
12935,0.0,0.0
12936,0.0,0.0
12937,0.0,0.0
12938,0.0,0.0
12939,0.0,0.0
12940,0.0,0.0
12941,0.0,0.0
12942,0.0,0.0
12943,0.0,0.0
12944,0.0,0.0
12945,0.0,0.0
12946,0.0,0.0
12947,0.0,0.0
12948,7.3245356446705046e-09,8.115700325106445e-07
12949,0.0,0.0
12950,0.0,0.0
12951,7.3245356446705046e-09,8.115700325106445e-07
12952,0.0,0.0
12953,0.0,0.0
12954,1.3285989552969113e-05,0.0004554112965706736
12955,0.0,0.0
12956,0.0,0.0
12957,0.0,0.0
12958,0.0,0.0
12959,0.0,0.0
12960,0.0,0.0
12961,0.0,0.0
12962,0.0,0.0
12963,0.0,0.0
12964,0.0,0.0
12965,0.0,0.0
12966,0.0,0.0
12967,0.0,0.0
12968,0.0,0.0
12969,0.0,0.0
12970,0.0,0.0
12971,0.0,0.0
12972,0.0,0.0
12973,0.0,0.0
12974,0.0,0.0
12975,0.0,0.0
12976,0.0,0.0
12977,0.0,0.0
12978,0.0,0.0
12979,0.0,0.0
12980,0.0,0.0
12981,0.0,0.0
12982,0.0,0.0
12983,0.0,0.0
12984,0.0,0.0
12985,0.0,0.0
12986,0.0,0.0
12987,0.0,0.0
12988,0.0,0.0
12989,0.0,0.0
12990,0.0,0.0
12991,0.0,0.0
12992,0.0,0.0
12993,0.0,0.0
12994,0.0,0.0
12995,0.0,0.0
12996,0.0,0.0
12997,0.0,0.0
12998,0.0,0.0
12999,0.0,0.0
13000,0.0,0.0
13001,0.0,0.0
13002,0.0,0.0
13003,0.0,0.0
13004,0.0,0.0
13005,0.0,0.0
13006,0.0,0.0
13007,0.0,0.0
13008,0.0,0.0
13009,0.0,0.0
13010,0.0,0.0
13011,0.0,0.0
13012,0.0,0.0
13013,0.0,0.0
13014,0.0,0.0
13015,0.0,0.0
13016,0.0,0.0
13017,0.0,0.0
13018,0.0,0.0
13019,0.0,0.0
13020,0.0,0.0
13021,0.0,0.0
13022,0.0,0.0
13023,0.0,0.0
13024,0.0,0.0
13025,0.0,0.0
13026,0.0,0.0
13027,0.0,0.0
13028,0.0,0.0
13029,0.000482675910461694,0.003670788835734129
13030,0.0,0.0
13031,0.0,0.0
13032,0.000482675910461694,0.003670788835734129
13033,0.0,0.0
13034,0.0,0.0
13035,0.000482675910461694,0.003670788835734129
13036,0.0,0.0
13037,0.0,0.0
13038,0.000482675910461694,0.003670788835734129
13039,0.0,0.0
13040,0.0,0.0
13041,0.000482675910461694,0.003670788835734129
13042,0.0,0.0
13043,0.0,0.0
13044,0.000482675910461694,0.003670788835734129
13045,0.0,0.0
13046,0.0,0.0
13047,0.000482675910461694,0.003670788835734129
13048,0.0,0.0
13049,0.0,0.0
13050,0.000482675910461694,0.003670788835734129
13051,0.0,0.0
13052,0.0,0.0
13053,0.000482675910461694,0.003670788835734129
13054,0.0,0.0
13055,0.0,0.0
13056,0.000482675910461694,0.003670788835734129
13057,0.0,0.0
13058,0.0,0.0
13059,0.000482675910461694,0.003670788835734129
13060,0.0,0.0
13061,0.0,0.0
13062,0.000482675910461694,0.003670788835734129
13063,0.0,0.0
13064,0.0,0.0
13065,0.000482675910461694,0.003670788835734129
13066,0.0,0.0
13067,0.0,0.0
13068,0.000482675910461694,0.003670788835734129
13069,0.0,0.0
13070,0.0,0.0
13071,0.000482675910461694,0.003670788835734129
13072,0.0,0.0
13073,0.0,0.0
13074,0.000482675910461694,0.003670788835734129
13075,0.0,0.0
13076,0.0,0.0
13077,0.000482675910461694,0.003670788835734129
13078,0.0,0.0
13079,0.0,0.0
13080,0.000482675910461694,0.003670788835734129
13081,0.0,0.0
13082,0.0,0.0
13083,0.000482675910461694,0.003670788835734129
13084,0.0,0.0
13085,0.0,0.0
13086,0.000482675910461694,0.003670788835734129
13087,0.0,0.0
13088,0.0,0.0
13089,0.000482675910461694,0.003670788835734129
13090,0.0,0.0
13091,0.0,0.0
13092,0.000482675910461694,0.003670788835734129
13093,0.0,0.0
13094,0.0,0.0
13095,0.000482675910461694,0.003670788835734129
13096,0.0,0.0
13097,0.0,0.0
13098,0.000482675910461694,0.003670788835734129
13099,0.0,0.0
13100,0.0,0.0
13101,0.000482675910461694,0.003670788835734129
13102,0.0,0.0
13103,0.0,0.0
13104,0.000482675910461694,0.003670788835734129
13105,0.0,0.0
13106,0.0,0.0
13107,0.000482675910461694,0.003670788835734129
13108,0.0,0.0
13109,0.0,0.0
13110,0.000482675910461694,0.003670788835734129
13111,0.0,0.0
13112,0.0,0.0
13113,0.000482675910461694,0.003670788835734129
13114,0.0,0.0
13115,0.0,0.0
13116,0.000482675910461694,0.003670788835734129
13117,0.0,0.0
13118,0.0,0.0
13119,0.000482675910461694,0.003670788835734129
13120,0.0,0.0
13121,0.0,0.0
13122,0.000482675910461694,0.003670788835734129
13123,0.0,0.0
13124,0.0,0.0
13125,0.000482675910461694,0.003670788835734129
13126,0.0,0.0
13127,0.0,0.0
13128,0.000482675910461694,0.003670788835734129
13129,0.0,0.0
13130,0.0,0.0
13131,0.000482675910461694,0.003670788835734129
13132,0.0,0.0
13133,0.0,0.0
13134,0.000482675910461694,0.003670788835734129
13135,0.0,0.0
13136,0.0,0.0
13137,0.000482675910461694,0.003670788835734129
13138,0.0,0.0
13139,0.0,0.0
13140,0.000482675910461694,0.003670788835734129
13141,0.0,0.0
13142,0.0,0.0
13143,0.000482675910461694,0.003670788835734129
13144,0.0,0.0
13145,0.0,0.0
13146,0.000482675910461694,0.003670788835734129
13147,0.0,0.0
13148,0.0,0.0
13149,0.000482675910461694,0.003670788835734129
13150,0.0,0.0
13151,0.0,0.0
13152,0.000482675910461694,0.003670788835734129
13153,0.0,0.0
13154,0.0,0.0
13155,0.0,0.0
13156,0.0,0.0
13157,0.0,0.0
13158,0.0,0.0
13159,0.0,0.0
13160,0.0,0.0
13161,0.0,0.0
13162,0.0,0.0
13163,0.0,0.0
13164,0.00012655698810704052,0.0032658411655575037
13165,0.0,0.0
13166,0.0,0.0
13167,0.00012655698810704052,0.0032658411655575037
13168,0.0,0.0
13169,0.0,0.0
13170,0.00012655698810704052,0.0032658411655575037
13171,0.0,0.0
13172,0.0,0.0
13173,0.00012655698810704052,0.0032658411655575037
13174,0.0,0.0
13175,0.0,0.0
13176,0.00012655698810704052,0.0032658411655575037
13177,0.0,0.0
13178,0.0,0.0
13179,0.00012655698810704052,0.0032658411655575037
13180,0.0,0.0
13181,0.0,0.0
13182,0.00012655698810704052,0.0032658411655575037
13183,0.0,0.0
13184,0.0,0.0
13185,0.00012655698810704052,0.0032658411655575037
13186,0.0,0.0
13187,0.0,0.0
13188,7.3245356446705046e-09,8.115700325106445e-07
13189,0.0,0.0
13190,0.0,0.0
13191,7.3245356446705046e-09,8.115700325106445e-07
13192,0.0,0.0
13193,0.0,0.0
13194,7.3245356446705046e-09,8.115700325106445e-07
13195,0.0,0.0
13196,0.0,0.0
13197,7.3245356446705046e-09,8.115700325106445e-07
13198,0.0,0.0
13199,0.0,0.0
13200,7.3245356446705046e-09,8.115700325106445e-07
13201,0.0,0.0
13202,0.0,0.0
13203,7.3245356446705046e-09,8.115700325106445e-07
13204,0.0,0.0
13205,0.0,0.0
13206,7.3245356446705046e-09,8.115700325106445e-07
13207,0.0,0.0
13208,0.0,0.0
13209,7.3245356446705046e-09,8.115700325106445e-07
13210,0.0,0.0
13211,0.0,0.0
13212,7.3245356446705046e-09,8.115700325106445e-07
13213,0.0,0.0
13214,0.0,0.0
13215,0.0,0.0
13216,0.0,0.0
13217,0.0,0.0
13218,1.393564389218227e-06,2.2447948140325025e-05
13219,0.0,0.0
13220,0.0,0.0
13221,1.393564389218227e-06,2.2447948140325025e-05
13222,0.0,0.0
13223,0.0,0.0
13224,1.393564389218227e-06,2.2447948140325025e-05
13225,3.8677498537253996e-07,1.6013911590562202e-05
13226,0.0,0.0
13227,1.393564389218227e-06,2.2447948140325025e-05
13228,8.084451792456093e-07,1.0830610335688107e-05
13229,0.0,0.0
13230,1.393564389218227e-06,2.2447948140325025e-05
13231,0.0,0.0
13232,0.0,0.0
13233,1.393564389218227e-06,2.2447948140325025e-05
13234,0.0,0.0
13235,0.0,0.0
13236,1.393564389218227e-06,2.2447948140325025e-05
13237,0.0,0.0
13238,0.0,0.0
13239,1.393564389218227e-06,2.2447948140325025e-05
13240,0.0,0.0
13241,0.0,0.0
13242,1.393564389218227e-06,2.2447948140325025e-05
13243,0.0,0.0
13244,0.0,0.0
13245,0.0,0.0
13246,0.0,0.0
13247,0.0,0.0
13248,0.0,0.0
13249,0.0,0.0
13250,0.0,0.0
13251,0.0,0.0
13252,0.0,0.0
13253,0.0,0.0
13254,0.0,0.0
13255,0.0,0.0
13256,0.0,0.0
13257,0.0,0.0
13258,0.0,0.0
13259,0.0,0.0
13260,0.0,0.0
13261,0.0,0.0
13262,0.0,0.0
13263,0.0,0.0
13264,0.0,0.0
13265,0.0,0.0
13266,0.0,0.0
13267,0.0,0.0
13268,0.0,0.0
13269,0.0,0.0
13270,0.0,0.0
13271,0.0,0.0
13272,0.0,0.0
13273,0.0,0.0
13274,0.0,0.0
13275,0.0,0.0
13276,0.0,0.0
13277,0.0,0.0
13278,0.0,0.0
13279,0.0,0.0
13280,0.0,0.0
13281,0.0,0.0
13282,0.0,0.0
13283,0.0,0.0
13284,0.0,0.0
13285,0.0,0.0
13286,0.0,0.0
13287,0.0,0.0
13288,0.0,0.0
13289,0.0,0.0
13290,0.0,0.0
13291,0.0,0.0
13292,0.0,0.0
13293,0.0,0.0
13294,0.0,0.0
13295,0.0,0.0
13296,0.0,0.0
13297,0.0,0.0
13298,0.0,0.0
13299,0.0,0.0
13300,0.0,0.0
13301,0.0,0.0
13302,0.00014802695659454912,0.0017565337475389242
13303,2.504153599147685e-06,6.810773629695177e-05
13304,0.0,0.0
13305,0.0,0.0
13306,0.0,0.0
13307,0.0,0.0
13308,0.0,0.0
13309,0.0,0.0
13310,0.0,0.0
13311,0.0,0.0
13312,0.0,0.0
13313,0.0,0.0
13314,0.0,0.0
13315,0.0,0.0
13316,0.0,0.0
13317,0.0,0.0
13318,0.0,0.0
13319,0.0,0.0
13320,0.0,0.0
13321,0.0,0.0
13322,0.0,0.0
13323,0.0,0.0
13324,0.0,0.0
13325,0.0,0.0
13326,0.0,0.0
13327,0.0,0.0
13328,0.0,0.0
13329,0.0,0.0
13330,0.0,0.0
13331,0.0,0.0
13332,0.0,0.0
13333,0.0,0.0
13334,0.0,0.0
13335,0.0,0.0
13336,0.0,0.0
13337,0.0,0.0
13338,0.0,0.0
13339,0.0,0.0
13340,0.0,0.0
13341,0.0,0.0
13342,0.0,0.0
13343,0.0,0.0
13344,0.0,0.0
13345,0.0,0.0
13346,0.0,0.0
13347,0.0,0.0
13348,0.0,0.0
13349,0.0,0.0
13350,0.0,0.0
13351,0.0,0.0
13352,0.0,0.0
13353,0.0,0.0
13354,0.0,0.0
13355,0.0,0.0
13356,7.3245356446705046e-09,8.115700325106445e-07
13357,0.0,0.0
13358,0.0,0.0
13359,0.0,0.0
13360,0.0,0.0
13361,0.0,0.0
13362,1.393564389218227e-06,2.2447948140325025e-05
13363,0.0,0.0
13364,0.0,0.0
13365,1.3285989552969113e-05,0.0004554112965706736
13366,0.0,0.0
13367,0.0,0.0
13368,1.3285989552969113e-05,0.0004554112965706736
13369,0.0,0.0
13370,0.0,0.0
13371,0.0,0.0
13372,0.0,0.0
13373,0.0,0.0
13374,0.0,0.0
13375,0.0,0.0
13376,0.0,0.0
13377,0.0,0.0
13378,0.0,0.0
13379,0.0,0.0
13380,0.0,0.0
13381,0.0,0.0
13382,0.0,0.0
13383,0.0,0.0
13384,0.0,0.0
13385,0.0,0.0
13386,0.0,0.0
13387,0.0,0.0
13388,0.0,0.0
13389,0.0,0.0
13390,0.0,0.0
13391,0.0,0.0
13392,0.0,0.0
13393,0.0,0.0
13394,0.0,0.0
13395,0.0,0.0
13396,0.0,0.0
13397,0.0,0.0
13398,0.0,0.0
13399,0.0,0.0
13400,0.0,0.0
13401,0.0,0.0
13402,0.0,0.0
13403,0.0,0.0
13404,0.0,0.0
13405,0.0,0.0
13406,0.0,0.0
13407,0.0,0.0
13408,0.0,0.0
13409,0.0,0.0
13410,0.0,0.0
13411,0.0,0.0
13412,0.0,0.0
13413,0.0,0.0
13414,0.0,0.0
13415,0.0,0.0
13416,0.0,0.0
13417,0.0,0.0
13418,0.0,0.0
13419,0.0,0.0
13420,0.0,0.0
13421,0.0,0.0
13422,0.0,0.0
13423,0.0,0.0
13424,0.0,0.0
13425,0.0,0.0
13426,0.0,0.0
13427,0.0,0.0
13428,0.0,0.0
13429,0.0,0.0
13430,0.0,0.0
13431,0.0,0.0
13432,0.0,0.0
13433,0.0,0.0
13434,0.0,0.0
13435,0.0,0.0
13436,0.0,0.0
13437,0.0,0.0
13438,0.0,0.0
13439,0.0,0.0
13440,0.0,0.0
13441,0.0,0.0
13442,0.0,0.0
13443,0.0,0.0
13444,0.0,0.0
13445,0.0,0.0
13446,0.0,0.0
13447,0.0,0.0
13448,0.0,0.0
13449,0.0,0.0
13450,0.0,0.0
13451,0.0,0.0
13452,0.0,0.0
13453,0.0,0.0
13454,0.0,0.0
13455,0.0,0.0
13456,0.0,0.0
13457,0.0,0.0
13458,0.0,0.0
13459,0.0,0.0
13460,0.0,0.0
13461,0.0,0.0
13462,0.0,0.0
13463,0.0,0.0
13464,0.0,0.0
13465,0.0,0.0
13466,0.0,0.0
13467,0.0,0.0
13468,0.0,0.0
13469,0.0,0.0
13470,0.0,0.0
13471,0.0,0.0
13472,0.0,0.0
13473,0.0,0.0
13474,0.0,0.0
13475,0.0,0.0
13476,0.0,0.0
13477,0.0,0.0
13478,0.0,0.0
13479,0.0,0.0
13480,0.0,0.0
13481,0.0,0.0
13482,0.0,0.0
13483,0.0,0.0
13484,0.0,0.0
13485,0.0,0.0
13486,0.0,0.0
13487,0.0,0.0
13488,0.0,0.0
13489,0.0,0.0
13490,0.0,0.0
13491,0.0,0.0
13492,0.0,0.0
13493,0.0,0.0
13494,0.0,0.0
13495,0.0,0.0
13496,0.0,0.0
13497,0.0,0.0
13498,0.0,0.0
13499,0.0,0.0
13500,0.0,0.0
13501,0.0,0.0
13502,0.0,0.0
13503,0.0,0.0
13504,0.0,0.0
13505,0.0,0.0
13506,0.0,0.0
13507,0.0,0.0
13508,0.0,0.0
13509,0.0,0.0
13510,0.0,0.0
13511,0.0,0.0
13512,0.0,0.0
13513,0.0,0.0
13514,0.0,0.0
13515,0.0,0.0
13516,0.0,0.0
13517,0.0,0.0
13518,0.0,0.0
13519,0.0,0.0
13520,0.0,0.0
13521,0.0,0.0
13522,0.0,0.0
13523,0.0,0.0
13524,0.0,0.0
13525,0.0,0.0
13526,0.0,0.0
13527,0.0,0.0
13528,0.0,0.0
13529,0.0,0.0
13530,0.0,0.0
13531,0.0,0.0
13532,0.0,0.0
13533,0.0,0.0
13534,0.0,0.0
13535,0.0,0.0
13536,0.0,0.0
13537,0.0,0.0
13538,0.0,0.0
13539,0.0,0.0
13540,0.0,0.0
13541,0.0,0.0
13542,0.0,0.0
13543,0.0,0.0
13544,0.0,0.0
13545,0.0,0.0
13546,0.0,0.0
13547,0.0,0.0
13548,0.0,0.0
13549,0.0,0.0
13550,0.0,0.0
13551,0.0,0.0
13552,0.0,0.0
13553,0.0,0.0
13554,0.0,0.0
13555,0.0,0.0
13556,0.0,0.0
13557,0.0,0.0
13558,0.0,0.0
13559,0.0,0.0
13560,0.0,0.0
13561,0.0,0.0
13562,0.0,0.0
13563,0.0,0.0
13564,0.0,0.0
13565,0.0,0.0
13566,0.0,0.0
13567,0.0,0.0
13568,0.0,0.0
13569,0.0,0.0
13570,0.0,0.0
13571,0.0,0.0
13572,0.0,0.0
13573,0.0,0.0
13574,0.0,0.0
13575,0.0,0.0
13576,0.0,0.0
13577,0.0,0.0
13578,0.0,0.0
13579,0.0,0.0
13580,0.0,0.0
13581,0.0,0.0
13582,0.0,0.0
13583,0.0,0.0
13584,0.0,0.0
13585,0.0,0.0
13586,0.0,0.0
13587,0.0,0.0
13588,0.0,0.0
13589,0.0,0.0
13590,0.0,0.0
13591,0.0,0.0
13592,0.0,0.0
13593,0.0,0.0
13594,0.0,0.0
13595,0.0,0.0
13596,0.0,0.0
13597,0.0,0.0
13598,0.0,0.0
13599,0.0,0.0
13600,0.0,0.0
13601,0.0,0.0
13602,0.0,0.0
13603,0.0,0.0
13604,0.0,0.0
13605,0.0,0.0
13606,0.0,0.0
13607,0.0,0.0
13608,0.0,0.0
13609,0.0,0.0
13610,0.0,0.0
13611,0.0,0.0
13612,0.0,0.0
13613,0.0,0.0
13614,0.0,0.0
13615,0.0,0.0
13616,0.0,0.0
13617,0.0,0.0
13618,0.0,0.0
13619,0.0,0.0
13620,0.0,0.0
13621,0.0,0.0
13622,0.0,0.0
13623,0.0,0.0
13624,0.0,0.0
13625,0.0,0.0
13626,0.0,0.0
13627,0.0,0.0
13628,0.0,0.0
13629,0.0,0.0
13630,0.0,0.0
13631,0.0,0.0
13632,0.0,0.0
13633,0.0,0.0
13634,0.0,0.0
13635,0.0,0.0
13636,0.0,0.0
13637,0.0,0.0
13638,0.00014802695659454912,0.0017565337475389242
13639,0.0,0.0
13640,0.0,0.0
13641,0.0,0.0
13642,0.0,0.0
13643,0.0,0.0
13644,0.000482675910461694,0.003670788835734129
13645,0.0,0.0
13646,0.0,0.0
13647,0.000482675910461694,0.003670788835734129
13648,0.0,0.0
13649,0.0,0.0
13650,0.000482675910461694,0.003670788835734129
13651,0.0,0.0
13652,0.0,0.0
13653,0.000482675910461694,0.003670788835734129
13654,0.0,0.0
13655,0.0,0.0
13656,0.000482675910461694,0.003670788835734129
13657,0.0,0.0
13658,0.0,0.0
13659,0.000482675910461694,0.003670788835734129
13660,0.0,0.0
13661,0.0,0.0
13662,0.000482675910461694,0.003670788835734129
13663,0.0,0.0
13664,0.0,0.0
13665,0.000482675910461694,0.003670788835734129
13666,0.0,0.0
13667,0.0,0.0
13668,0.000482675910461694,0.003670788835734129
13669,0.0,0.0
13670,0.0,0.0
13671,0.000482675910461694,0.003670788835734129
13672,0.0,0.0
13673,0.0,0.0
13674,0.000482675910461694,0.003670788835734129
13675,0.0,0.0
13676,0.0,0.0
13677,0.0,0.0
13678,0.0,0.0
13679,0.0,0.0
13680,0.0,0.0
13681,0.0,0.0
13682,0.0,0.0
13683,0.00012655698810704052,0.0032658411655575037
13684,0.0,0.0
13685,0.0,0.0
13686,7.3245356446705046e-09,8.115700325106445e-07
13687,0.0,0.0
13688,0.0,0.0
13689,7.3245356446705046e-09,8.115700325106445e-07
13690,0.0,0.0
13691,0.0,0.0
13692,7.3245356446705046e-09,8.115700325106445e-07
13693,0.0,0.0
13694,0.0,0.0
13695,0.0,0.0
13696,0.0,0.0
